song,artist,genre
Drunk In Love,Beyonce,Pop
Paranoid,Ty Dolla $ign,Rap/Hip Hop
"Hold On, We're Going Home",Christina Grimmie,Pop
My Baby's Guns N' Roses,Brantley Gilbert,Country
19 You + Me,Dan + Shay,Country
For The First Time In Forever,Kristen Bell,Films/Games
The Big Bang,Katy Tiz,Pop
Radioactive,Imagine Dragons,Pop
Hello Kitty,Avril Lavigne,Pop
John Doe,B.o.B,Rap/Hip Hop
Do You Want To Build A Snowman?,Kristen Bell,Films/Games
Goodnight Kiss,Randy Houser,Country
I Hold On,Dierks Bentley,Country
Stay With Me,Josh Kaufman,Pop
Do I Wanna Know?,Arctic Monkeys,Alternative
Helluva Life,Frankie Ballard,Country
Oceans,Hillsong UNITED,Christian
Ride,SoMo,R&B
Feelin' Myself,will.i.am,Pop
Slow Me Down,Sara Evans,Country
My Hitta,YG,Rap/Hip Hop
Let It Go,Demi Lovato,Films/Games
When She Says Baby,Jason Aldean,Country
Lookin' For That Girl,Tim McGraw,Country
Adore You,Miley Cyrus,Pop
Bad Blood,Bastille,Alternative
Take Me Home,Cash Cash,Dance
Odio,Romeo Santos,Pop
Roar,Katy Perry,Pop
Up Down,T-Pain,Rap/Hip Hop
Love Is An Open Door,Kristen Bell,Films/Games
Beating Heart,Ellie Goulding,Pop
Young Girls,Bruno Mars,Pop
Everything I Shouldn't Be Thinking About,Thompson Square,Country
Brave,Sara Bareilles,Pop
Wrecking Ball,Miley Cyrus,Pop
G.U.Y.,Lady Gaga,Pop
See You Tonight,Scotty McCreery,Country
"Hold On, We're Going Home",Drake,Rap/Hip Hop
Drink A Beer,Luke Bryan,Country
I Luh Ya Papi,Jennifer Lopez,Pop
Compass,Lady Antebellum,
Love Me Again,John Newman,Pop
Can't Raise A Man,K. Michelle,R&B
We Might Be Dead By Tomorrow,Soko,Alternative
Blurred Lines,Robin Thicke,Pop
Sail,AWOLNATION,Alternative
Sanctified,Rick Ross,Rap/Hip Hop
The Language,Drake,Rap/Hip Hop
Ordinary Love,U2,Rock
The Devil Is A Lie,Rick Ross,Rap/Hip Hop
Glory And Gore,Lorde,Alternative
Adrenalina,Wisin,Rap/Hip Hop
They Don't Know,Rico Love,R&B
Unconditionally,Katy Perry,Pop
Waiting For Superman,Daughtry,Pop
Chocolate,The 1975,Alternative
Chillin' It,Cole Swindell,Country
Rap God,Eminem,Rap/Hip Hop
Love Don't Die,The Fray,Pop
Stay,Florida Georgia Line,Country
Everything Is AWESOME!!!,Tegan,Films/Games
The Heart Of Dixie,Danielle Bradbery,Country
Friday Night,Eric Paslay,Country
Collard Greens,ScHoolboy Q,Rap/Hip Hop
Do What U Want,Lady Gaga,Pop
Safe And Sound,Capital Cities,Dance
Sweater Weather,The Neighbourhood,Alternative
Whatever She's Got,David Nail,Country
23,Mike WiLL Made-It,Rap/Hip Hop
XO,Beyonce,Pop
Worst Behavior,Drake,Rap/Hip Hop
Thinking About You,Calvin Harris,Electro
Stay The Night,Zedd,Dance
White Walls,Macklemore,Rap/Hip Hop
It Won't Stop,Sevyn Streeter,R&B
Achy Breaky 2,Buck 22,Country
You're Mine,Mariah Carey,Pop
Explosions,Ellie Goulding,Pop
All Me,Drake,Rap/Hip Hop
Confident,Justin Bieber,Pop
Midnight Memories,One Direction,Pop
Sweet Annie,Zac Brown Band,Country
She Knows,J. Cole,Rap/Hip Hop
Up All Night,Jon Pardi,Country
Follow Your Arrow,Kacey Musgraves,Country
m.A.A.d City,Kendrick Lamar,Rap/Hip Hop
A Man Who Was Gonna Die Young,Eric Church,Country
Don't Let Me Be Lonely,The Band Perry,Country
El Perdedor,Enrique Iglesias,Pop
We Were Us,Keith Urban,Country
Carolina,Parmalee,Country
Radio,Darius Rucker,Country
Marry Me,Jason Derulo,Pop
Love More,Chris Brown,R&B
Applause,Lady Gaga,Pop
Wasting All These Tears,Cassadee Pope,Country
Drunk Last Night,Eli Young Band,Country
I Luv This Sh*t,August Alsina,R&B
How I Feel,Flo Rida,Rap/Hip Hop
Alone Together,Fall Out Boy,Alternative
All That Matters,Justin Bieber,Pop
Holy Grail,Jay Z,Rap/Hip Hop
Replay,Zendaya,Pop
Gas Pedal,Sage The Gemini,Rap/Hip Hop
Survival,Eminem,Rap/Hip Hop
Berzerk,Eminem,Rap/Hip Hop
You Sound Good To Me,Lucy Hale,Country
TKO,Justin Timberlake,Pop
Sunny And 75,Joe Nichols,Country
That's My Kind Of Night,Luke Bryan,Country
The Fox,Ylvis,Pop
Work B**ch!,Britney Spears,
Perfume,Britney Spears,Pop
Bounce It,Juicy J,Rap/Hip Hop
Everybody's Got Somebody But Me,Hunter Hayes,Country
Old School Love,Lupe Fiasco,Rap/Hip Hop
Honest,Future,Rap/Hip Hop
HeadBand,B.o.B,Rap/Hip Hop
Best Song Ever,One Direction,Pop
Mine,Beyonce,Pop
Heart Attack,Enrique Iglesias,Pop
Gorilla,Bruno Mars,Pop
Lolly,Maejor Ali,Rap/Hip Hop
Bound 2,Kanye West,Rap/Hip Hop
Who You Love,John Mayer,Rock
I Have Nothing,Tessanne Chin,Pop
Little Drummer Boy,Pentatonix,Pop
Slow Down,Selena Gomez,Pop
Let It Be,Tessanne Chin,Pop
Summertime Sadness,Lana Del Rey,Alternative
Saturday,Rebecca Black,Pop
Bridge Over Troubled Water,Tessanne Chin,Pop
Mine Would Be You,Blake Shelton,Country
Cannonball,Lea Michele,Pop
Angel,Jacquie Lee,Pop
My Story,R. Kelly,R&B
What Now,Rihanna,Pop
Pound Cake / Paris Morton Music 2,Drake,Rap/Hip Hop
Right There,Ariana Grande,Pop
Change Me,Justin Bieber,Pop
Beware,Big Sean,Rap/Hip Hop
Southern Girl,Tim McGraw,Country
I. Crawl,Childish Gambino,Rap/Hip Hop
The Outsiders,Eric Church,Country
All The Way Home,Tamar Braxton,R&B
Days Of Gold,Jake Owen,Country
We Can't Stop,Miley Cyrus,Pop
Roller Coaster,Justin Bieber,Pop
Mirrors,Justin Timberlake,Pop
Red,Taylor Swift,
Red Nose,Sage The Gemini,Rap/Hip Hop
Type Of Way,Rich Homie Quan,Rap/Hip Hop
At Last,Will Champlin,Pop
Aw Naw,Chris Young,Country
Diana,One Direction,Pop
Still Into You,Paramore,Alternative
Only Time,Enya,Pop
PYD,Justin Bieber,Pop
Tom Ford,JAY-Z,Rap/Hip Hop
Strong,One Direction,Pop
Hallelujah,Matthew Schuler,Pop
Last Christmas,Ariana Grande,
Rough Water,Travie McCoy,Pop
Livin' On A Prayer,Bon Jovi,Rock
All Bad,Justin Bieber,Pop
Everything Has Changed,Taylor Swift,
Dope,Lady Gaga,Pop
Night Train,Jason Aldean,Country
Darte Un Beso,Prince Royce,Latin Music
Propuesta Indecente,Romeo Santos,Pop
It Goes Like This,Thomas Rhett,Country
Get Me Bodied,Beyonce,Pop
Bad Day,Justin Bieber,Pop
A Case Of You,James Wolpert,Pop
All Kinds Of Kinds,Miranda Lambert,Country
Give It 2 U,Robin Thicke,Pop
Parking Lot Party,Lee Brice,Country
Beautiful Pain,Eminem,Rap/Hip Hop
Let Me Go,Avril Lavigne,Pop
Venus,Lady Gaga,Pop
Recovery,Justin Bieber,Pop
Clarity,Zedd,Dance
Crooked Smile,J. Cole,Rap/Hip Hop
Get Lucky,Daft Punk,
Can't Hold Us,Macklemore,Rap/Hip Hop
True Love,P!nk,Pop
V.S.O.P.,K. Michelle,R&B
Closer,Tegan,Alternative
Hold Tight,Justin Bieber,Pop
Sweeter Than Fiction,Taylor Swift,
Cups,Anna Kendrick,Pop
Wait For A Minute,Tyga,Rap/Hip Hop
Best I Ever Had,Gavin DeGraw,Pop
Round Here,Florida Georgia Line,Country
Miss Movin' On,Fifth Harmony,
Chinese Food,Alison Gold,
Treasure,Bruno Mars,Pop
Just Give Me A Reason,P!nk,Pop
Heartbreaker,Justin Bieber,Pop
Hey Girl,Billy Currington,Country
Love Somebody,Maroon 5,Pop
Cruise,Florida Georgia Line,Country
Redneck Crazy,Tyler Farr,Country
Sirens,Pearl Jam,Rock
Make You Feel My Love,Glee Cast,Pop
Drive,Miley Cyrus,Pop
Someone Else,Miley Cyrus,Pop
Outta My Head,Craig Campbell,Country
Loco,Enrique Iglesias,Pop
Gone,Kanye West,Rap/Hip Hop
Walking On Air,Katy Perry,Pop
Same Love,Macklemore,Rap/Hip Hop
I Need Your Love,Calvin Harris,Pop
Take Back The Night,Justin Timberlake,Pop
Point At You,Justin Moore,Country
Furthest Thing,Drake,Rap/Hip Hop
From Time,Drake,Rap/Hip Hop
Little Bit Of Everything,Keith Urban,Country
Don't Ya,Brett Eldredge,Country
Bruises,Train,Pop
"Gone, Gone, Gone",Phillip Phillips,Pop
Wu-Tang Forever,Drake,Rap/Hip Hop
Too Much,Drake,Rap/Hip Hop
Own It,Drake,Rap/Hip Hop
Tuscan Leather,Drake,Rap/Hip Hop
Young And Beautiful,Lana Del Rey,Alternative
Come Thru,Drake,Rap/Hip Hop
Feds Watching,2 Chainz,Rap/Hip Hop
American Girl,Bonnie McKee,Pop
The Way,Ariana Grande,Pop
A Light That Never Comes,Linkin Park,Dance
Runnin' Outta Moonlight,Randy Houser,Country
All Over The Road,Easton Corbin,Country
Monster,Imagine Dragons,Alternative
You Make Me,Avicii,Dance
Could It Be,Charlie Worsham,Country
This Is What It Feels Like,Armin van Buuren,Dance
Tapout,Rich Gang,Rap/Hip Hop
Stay,Rihanna,Pop
Baby I,Ariana Grande,Pop
Atlas,Coldplay,Films/Games
Easy,Sheryl Crow,Pop
See You Again,Carrie Underwood,Country
Don't Drop That Thun Thun!,The FiNATTiCZ,
Wop,J. Dash,Rap/Hip Hop
Beneath Your Beautiful,Labrinth,Pop
I Do It,2 Chainz,Rap/Hip Hop
Popular Song,MIKA,Pop
Ain't Worried About Nothin,French Montana,Rap/Hip Hop
Reflektor,Arcade Fire,Alternative
Vivir Mi Vida,Marc Anthony,Latin Music
Come & Get It,Selena Gomez,
Thrift Shop,Macklemore,
The Other Side,Jason Derulo,Pop
Body Party,Ciara,R&B
Turn The Night Up,Enrique Iglesias,Pop
Almost Is Never Enough,Ariana Grande,Pop
Goodbye Town,Lady Antebellum,
When I See This Bar,Kenny Chesney,Country
F*ckwithmeyouknowigotit,Jay Z,Rap/Hip Hop
Versace,Migos,Rap/Hip Hop
Act Right,Yo Gotti,Rap/Hip Hop
Oh Sweet Lorraine,Green Shoe Studio,
Power Trip,J. Cole,Rap/Hip Hop
Crash My Party,Luke Bryan,Country
How Many Drinks?,Miguel,Alternative
Hail To The King,Avenged Sevenfold,Rock
Blood On The Leaves,Kanye West,Rap/Hip Hop
Rock N Roll,Avril Lavigne,Pop
Acapella,Karmin,Pop
No New Friends,DJ Khaled,Rap/Hip Hop
I Want Crazy,Hunter Hayes,Country
U.O.E.N.O.,Rocko,Rap/Hip Hop
Wildfire,John Mayer,Rock
#Beautiful,Mariah Carey,Pop
Helluva Night,Ludacris,Rap/Hip Hop
Crazy Kids,Ke$ha,Pop
LoveHate Thing,Wale,Rap/Hip Hop
Beat It,Sean Kingston,Pop
Boys 'round Here,Blake Shelton,Country
When I Was Your Man,Bruno Mars,Pop
I Love It,Icona Pop,Electro
This Is Gospel,Panic! At The Disco,Alternative
Right Now,Rihanna,Pop
We Own The Night,The Wanted,Pop
Your Side Of The Bed,Little Big Town,Country
Without Me,Fantasia,R&B
Bad,Wale,Rap/Hip Hop
Ho Hey,The Lumineers,Alternative
Bubble Butt,Major Lazer,Dance
Hopeless Wanderer,Mumford,Alternative
Made In The USA,Demi Lovato,Pop
What About Love,Austin Mahone,Pop
Chloe,Emblem3,Pop
Cruisin' For A Bruisin',Ross Lynch,
My Songs Know What You Did In The Dark,Fall Out Boy,Alternative
Wagon Wheel,Darius Rucker,Country
Hey Pretty Girl,Kip Moore,Country
Rich As F**k,Lil Wayne,
Anywhere With You,Jake Owen,Country
Jump Right In,Zac Brown Band,Country
I'm Out,Ciara,R&B
DONE.,The Band Perry,Country
Play Hard,David Guetta,Dance
Beat This Summer,Brad Paisley,Country
Miss Jackson,Panic! At The Disco,Alternative
Ooh La La,Britney Spears,Dance
People Like Us,Kelly Clarkson,Pop
Here's To Never Growing Up,Avril Lavigne,Pop
Gentleman,PSY,Pop
Fine China,Chris Brown,R&B
"Bitch, Don't Kill My Vibe",Kendrick Lamar,Rap/Hip Hop
Highway Don't Care,Tim McGraw,Country
Heart Attack,Demi Lovato,Pop
22,Taylor Swift,
Oceans,Jay Z,Rap/Hip Hop
Lego House,Ed Sheeran,Pop
Picasso Baby,JAY-Z,Rap/Hip Hop
Black Skinhead,Kanye West,Rap/Hip Hop
Crown,JAY-Z,Rap/Hip Hop
Started From The Bottom,Drake,Rap/Hip Hop
Feel This Moment,Pitbull,Pop
Suit & Tie,Justin Timberlake,Rap/Hip Hop
Next To Me,Emeli Sande,Pop
More Than Miles,Brantley Gilbert,Country
Don't Think They Know,Chris Brown,R&B
High School,Nicki Minaj,Rap/Hip Hop
#thatPOWER,will.i.am,Pop
We Own It,2 Chainz,Films/Games
Live For The Night,Krewella,Dance
We Still In This B****,B.o.B,
Harlem Shake,Baauer,Electro
Bugatti,Ace Hood,Rap/Hip Hop
Alive,Krewella,Dance
New Slaves,Kanye West,Rap/Hip Hop
Wild For The Night,A$AP Rocky,Rap/Hip Hop
I Knew You Were Trouble.,Taylor Swift,
Born To Fly,Danielle Bradbery,Country
Paper Doll,John Mayer,Rock
Danny's Song,The Swon Brothers,Country
Downtown,Lady Antebellum,
Why,Michelle Chamuel,Pop
Maybe It Was Memphis,Danielle Bradbery,Country
One,Usher,Pop
I Can't Tell You Why,The Swon Brothers,Country
Love Me,Lil Wayne,Rap/Hip Hop
Who I Am,Danielle Bradbery,Country
Live It Up,Jennifer Lopez,Pop
Like Jesus Does,Eric Church,Country
I Got You,Jack Johnson,Rock
Turn The Page,The Swon Brothers,Country
Please Remember Me,Danielle Bradbery,Country
Sad,Amber Carrington,Pop
Loveeeeeee Song,Rihanna,Pop
Ready,Fabolous,Rap/Hip Hop
Locked Out Of Heaven,Bruno Mars,Pop
Get Your Shine On,Florida Georgia Line,Country
Mama's Broken Heart,Miranda Lambert,Country
I Knew You Were Trouble,Michelle Chamuel,Pop
Levitate,Hadouken!,Dance
Love And War,Tamar Braxton,R&B
Pirate Flag,Kenny Chesney,Country
Molly,Tyga,Rap/Hip Hop
Can't Shake You,Gloriana,Country
Work,A$AP Ferg,Rap/Hip Hop
Troublemaker,Olly Murs,Pop
Wit Me,T.I.,Rap/Hip Hop
Grandpa,Danielle Bradbery,Country
Clouds,Zach Sobiech,Rock
Wings,Little Mix,Pop
Kisses Down Low,Kelly Rowland,R&B
Daylight,Maroon 5,Pop
Sure Be Cool If You Did,Blake Shelton,Country
"Heads Carolina, Tails California",Danielle Bradbery,Country
A Little Party Never Killed Nobody,Fergie,Pop
1994,Jason Aldean,Country
Karate Chop,Future,Rap/Hip Hop
Give It All We Got Tonight,George Strait,Country
Carry On,fun.,Alternative
Pour It Up,Rihanna,Pop
If I Didn't Have You,Thompson Square,Country
I Am Beautiful,Candice Glover,
I Drive Your Truck,Lee Brice,Country
Scream & Shout,will.i.am,Pop
Sweet Nothing,Calvin Harris,Electro
Battle Scars,Lupe Fiasco,Rap/Hip Hop
Tonight I'm Getting Over You,Carly Rae Jepsen,Pop
R.I.P.,Young Jeezy,Rap/Hip Hop
F**kin Problems,A$AP Rocky,Rap/Hip Hop
Don't You Worry Child,Swedish House Mafia,Dance
I Will Wait,Mumford,Alternative
I Hit It First,Ray J,Rap/Hip Hop
Sexy People,Arianna,Electro
Memories Back Then,Hustle Gang,
Freaks,French Montana,Rap/Hip Hop
It's Time,Imagine Dragons,Alternative
I Can Take It From There,Chris Young,Country
All Gold Everything,Trinidad James,Rap/Hip Hop
Two Black Cadillacs,Carrie Underwood,Country
All Around The World,Justin Bieber,Pop
Show Out,Juicy J,Rap/Hip Hop
Little Talks,Of Monsters,Alternative
Fall Down,will.i.am,Pop
If I Lose Myself,OneRepublic,Dance
Neva End,Future,Rap/Hip Hop
Accidental Racist,Brad Paisley,Country
Don't Rush,Kelly Clarkson,Pop
One Of Those Nights,Tim McGraw,Country
Just Keep Breathing,WE the Kings,Alternative
Changed,Rascal Flatts,Country
Kiss You,One Direction,Pop
Catch My Breath,Kelly Clarkson,Dance
Madness,Muse,Alternative
Poetic Justice,Kendrick Lamar,Rap/Hip Hop
Try,P!nk,Pop
Gangnam Style,PSY,Pop
One More Night,Maroon 5,Pop
Pom Poms,Jonas Brothers,Pop
Somebody's Heartbreak,Hunter Hayes,Country
C'mon,Ke$ha,Pop
Whiskey,Jana Kramer,Country
One Way Or Another,One Direction,Pop
Girl On Fire,Alicia Keys,Pop
Home,Phillip Phillips,Pop
I'm Different,2 Chainz,Rap/Hip Hop
The Phoenix,Fall Out Boy,Alternative
Pusher Love Girl,Justin Timberlake,Pop
Dope,Tyga,Rap/Hip Hop
Beauty And A Beat,Justin Bieber,Pop
Diamonds,Rihanna,Pop
Merry Go 'round,Kacey Musgraves,Country
Tornado,Little Big Town,Country
Who Booty,Jonn Hart,R&B
Stubborn Love,The Lumineers,Alternative
The Only Way I Know,Jason Aldean,Country
Adorn,Miguel,Pop
Some Nights,fun.,Alternative
Hall Of Fame,The Script,Pop
Better Dig Two,The Band Perry,Country
Wicked Games,The Weeknd,R&B
Hey Porsche,Nelly,Rap/Hip Hop
Don't Judge Me,Chris Brown,Rap/Hip Hop
So Many Girls,DJ Drama,Rap/Hip Hop
Gold,Britt Nicole,Pop
Love Sosa,Chief Keef,Rap/Hip Hop
Buzzkill,Luke Bryan,Country
Little Things,One Direction,Pop
Wanted,Hunter Hayes,Country
Tip It On Back,Dierks Bentley,Country
Remember You,Wiz Khalifa,Rap/Hip Hop
As Your Friend,Afrojack,Dance
Skyfall,Adele,Alternative
Swimming Pools,Kendrick Lamar,Rap/Hip Hop
Don't Stop The Party,Pitbull,Electro
Ball,T.I.,Rap/Hip Hop
It's A Beautiful Day,Michael Buble,Pop
Va Va Voom,Nicki Minaj,Rap/Hip Hop
Guap,Big Sean,Rap/Hip Hop
The A Team,Ed Sheeran,Pop
Die Young,Ke$ha,Pop
Hold On,Alabama Shakes,Alternative
Anything Could Happen,Ellie Goulding,Pop
Goodbye In Her Eyes,Zac Brown Band,Country
Somebody That I Used To Know,Gotye,Alternative
I Cry,Flo Rida,Rap/Hip Hop
Every Storm,Gary Allan,Country
Begin Again,Taylor Swift,
How Country Feels,Randy Houser,Country
Southern Comfort Zone,Brad Paisley,Country
She Don't Put It Down,Joe Budden,Rap/Hip Hop
Crying On A Suitcase,Casey James,Country
Let Me Love You,Ne-Yo,R&B
Nothing Like Us,Justin Bieber,Pop
Let There Be Cowgirls,Chris Cagle,Country
Clique,Kanye West,Rap/Hip Hop
Call Me Maybe,Carly Rae Jepsen,Pop
No Worries,Lil Wayne,Rap/Hip Hop
Yolo,The Lonely Island,Films/Games
Take A Walk,Passion Pit,Alternative
Let Me Love You,Glee Cast,Pop
Beer Money,Kip Moore,Country
Riff Off: Mickey / Like A Virgin / Hit Me With Your Best Shot...,The Barden Bellas,Films/Games
Bellas Finals: Price Tag / Don't You...,The Barden Bellas,Films/Games
As Long As You Love Me,Justin Bieber,Pop
Too Close,Alex Clare,Alternative
Bandz A Make Her Dance,Juicy J,Rap/Hip Hop
Rest Of My Life,Ludacris,Pop
Bad Ass,Kid Ink,Rap/Hip Hop
Til My Last Day,Justin Moore,Country
Celebration,Game,Rap/Hip Hop
We Are Never Ever Getting Back Together,Taylor Swift,
Thinkin Bout You,Frank Ocean,Pop
Lights,Ellie Goulding,Pop
Long Live A$AP,A$AP Rocky,Rap/Hip Hop
Live While We're Young,One Direction,Pop
Diced Pineapples,Rick Ross,Rap/Hip Hop
Between The Raindrops,Lifehouse,Pop
Feel Again,OneRepublic,Pop
The Moment I Knew,Taylor Swift,
I Dreamed A Dream,Anne Hathaway,Films/Games
Ready Or Not,Bridgit Mendler,Pop
Blow Me,P!nk,Pop
Don't Wake Me Up,Chris Brown,Rap/Hip Hop
Kiss Tomorrow Goodbye,Luke Bryan,Country
Creepin',Eric Church,Country
El Cerrito Place,Kenny Chesney,Country
Young & Gettin' It,Meek Mill,Rap/Hip Hop
Did It For The Girl,Greg Bates,Country
On My Own,Samantha Barks,Films/Games
Ice,Kelly Rowland,R&B
Oath,Cher Lloyd,Pop
King Wizard,Kid Cudi,Rap/Hip Hop
Rock Me,One Direction,Pop
My Moment,DJ Drama,Rap/Hip Hop
Birthday Song,2 Chainz,Rap/Hip Hop
Cry,Cassadee Pope,Pop
Over You,Cassadee Pope,Pop
Turn On The Lights,Future,Rap/Hip Hop
The One That Got Away,Jake Owen,Country
Representin',Ludacris,Rap/Hip Hop
Stupid Boy,Cassadee Pope,Pop
Let It Be,Terry McDermott,Pop
Dance For You,Beyonce,Pop
My Life,50 Cent,Rap/Hip Hop
Finally Found You,Enrique Iglesias,Pop
Everybody Talks,Neon Trees,Alternative
Good Time,Owl City,Pop
Pop That,French Montana,Rap/Hip Hop
I Want To Know What Love Is,Terry McDermott,Pop
Let It Go,Wiz Khalifa,Rap/Hip Hop
Come Wake Me Up,Rascal Flatts,Country
Somewhere Over The Rainbow,Nicholas David,Pop
Whistle,Flo Rida,Rap/Hip Hop
Blown Away,Carrie Underwood,Country
Fastest Girl In Town,Miranda Lambert,Country
Take A Little Ride,Jason Aldean,Country
Too Close,Melanie Martinez,Alternative
Are You Happy Now?,Cassadee Pope,Pop
A Thousand Years,Christina Perri,Films/Games
50 Ways To Say Goodbye,Train,Pop
Titanium,David Guetta,Dance
Just A Fool,Christina Aguilera,Pop
Seven Nation Army,Melanie Martinez,Alternative
Pound The Alarm,Nicki Minaj,Rap/Hip Hop
I Found You,The Wanted,Pop
Stars,Grace Potter,Alternative
Stars,Amanda Brown,Pop
Hard To Love,Lee Brice,Country
Payphone,Maroon 5,Pop
Wide Awake,Katy Perry,Pop
2 Reasons,Trey Songz,R&B
Your Body,Christina Aguilera,Pop
Put It Down,Brandy,Dance
Lovin' You Is Fun,Easton Corbin,Country
Dive In,Trey Songz,R&B
Mercy,Kanye West,Rap/Hip Hop
Give Your Heart A Break,Demi Lovato,Pop
I Can Only Imagine,David Guetta,Dance
I Won't Give Up,Jason Mraz,Pop
No Lie,2 Chainz,Rap/Hip Hop
Numb,Usher,R&B
I Almost Do,Taylor Swift,
Want U Back,Cher Lloyd,Pop
All Too Well,Taylor Swift,
Stay Stay Stay,Taylor Swift,
Fade Into You,Sam Palladio,Country
Babel,Mumford,Alternative
State Of Grace,Taylor Swift,
Pontoon,Little Big Town,Country
Truck Yeah,Tim McGraw,Country
She's So Mean,matchbox twenty,Pop
Hello,Karmin,Pop
Amen,Meek Mill,Rap/Hip Hop
Whispers In The Dark,Mumford,Alternative
Cowboys And Angels,Dustin Lynch,Country
Where Have You Been,Rihanna,Pop
Shinin' On Me,Jerrod Niemann,Country
Holland Road,Mumford,Alternative
Just What I Am,Kid Cudi,Rap/Hip Hop
Over,Blake Shelton,Country
Ghosts That We Knew,Mumford,Alternative
What Makes You Beautiful,One Direction,Pop
We Are Young,fun.,Alternative
Lemme See,Usher,R&B
The Scientist,Glee Cast,Pop
Lover's Eyes,Mumford,
Lover Of The Light,Mumford,Alternative
Heart Attack,Trey Songz,R&B
Why Ya Wanna,Jana Kramer,Country
Come Over,Kenny Chesney,Country
Angel Eyes,Love,Country
Dark Side,Kelly Clarkson,Pop
Enough Of No Love,Keyshia Cole,R&B
I Don't Like,Chief Keef,Rap/Hip Hop
Tonight,John Legend,Films/Games
For You,Keith Urban,Country
To The World,Kanye West,Rap/Hip Hop
Glad You Came,The Wanted,Pop
Let's Go,Calvin Harris,Dance
Burn It Down,Linkin Park,Alternative
Beautiful,Carly Rae Jepsen,Pop
5-1-5-0,Dierks Bentley,Country
Bag Of Money,Wale,Rap/Hip Hop
Heart Skips A Beat,Olly Murs,Pop
Nobody's Perfect,J. Cole,Rap/Hip Hop
Ronan,Taylor Swift,
Drive By,Train,Pop
Time Is Love,Josh Turner,Country
Starships,Nicki Minaj,Rap/Hip Hop
Scream,Usher,R&B
This Kiss,Carly Rae Jepsen,Pop
That's Why I Pray,Big,Country
It's Time,Glee Cast,Pop
Oh Love,Green Day,Alternative
"Work Hard, Play Hard",Wiz Khalifa,Rap/Hip Hop
Wild Ones,Flo Rida,Rap/Hip Hop
Tongue Tied,Grouplove,Alternative
Settle Down,No Doubt,Pop
Both Of Us,B.o.B,Rap/Hip Hop
The Wind,Zac Brown Band,Country
Chasing The Sun,The Wanted,Pop
Promises,NERO,Electro
Snap Backs & Tattoos,Driicky Graham,Rap/Hip Hop
Stronger,Kelly Clarkson,Pop
Postcard From Paris,The Band Perry,Country
My Homies Still,Lil Wayne,Rap/Hip Hop
Wanted You More,Lady Antebellum,
We Run The Night,Havana Brown,Pop
Cashin' Out,Ca$h Out,Rap/Hip Hop
The Fighter,Gym Class Heroes,Alternative
Throw That,Slaughterhouse,Rap/Hip Hop
I Wish You Would,DJ Khaled,Rap/Hip Hop
 Good Night,Gloriana,Country
Take It To The Head,DJ Khaled,Rap/Hip Hop
Back In Time,Pitbull,Electro
Yuck!,2 Chainz,Rap/Hip Hop
Beez In The Trap,Nicki Minaj,Rap/Hip Hop
Lamborghini Angels,Lupe Fiasco,Rap/Hip Hop
Neon,Chris Young,Country
Glass,Thompson Square,Country
Drunk On You,Luke Bryan,Country
Boyfriend,Justin Bieber,Pop
One Thing,One Direction,Pop
Gold On The Ceiling,The Black Keys,Alternative
Feel So Close,Calvin Harris,Dance
Brokenhearted,Karmin,Pop
New Day,50 Cent,Rap/Hip Hop
Dance Again,Jennifer Lopez,Pop
Crew Love,Drake,Rap/Hip Hop
Something To Do With My Hands,Thomas Rhett,Country
Even If It Breaks Your Heart,Eli Young Band,Country
Springsteen,Eric Church,Country
Leave You Alone,Young Jeezy,Rap/Hip Hop
Beers Ago,Toby Keith,Country
Runaways,The Killers,Alternative
New God Flow,Pusha T Kanye West,Rap/Hip Hop
Go Get It,T.I.,Rap/Hip Hop
HYFR,Drake,Rap/Hip Hop
Bangarang,Skrillex,Dance
How We Do,Rita Ora,Pop
Midnight City,M83.,Electro
Mercy,Dave Matthews Band,Rock
Part Of Me,Katy Perry,Pop
The Motto,Drake,Rap/Hip Hop
Get It Started,Pitbull,Alternative
Right By My Side,Nicki Minaj,Rap/Hip Hop
UP!,LoveRance,Rap/Hip Hop
Drank In My Cup,Kirko Bangz,R&B
Take Care,Drake,Rap/Hip Hop
Party Rock Anthem,LMFAO,Pop
Climax,Usher,R&B
You Don't Know Her Like I Do,Brantley Gilbert,Country
Good Girl,Carrie Underwood,Country
Fly Over States,Jason Aldean,Country
Birthday Cake,Rihanna,Pop
Ayy Ladies,Travis Porter,Rap/Hip Hop
We Found Love,Rihanna,Pop
Wipe Your Eyes,Maroon 5,Pop
Lost In The Echo,Linkin Park,Alternative
Windows Down,Big Time Rush,Pop
Turn Up The Music,Chris Brown,Rap/Hip Hop
Somethin' 'Bout A Truck,Kip Moore,Country
Set Fire To The Rain,Adele,Pop
No Hurry,Zac Brown Band,Country
Right Here,Justin Bieber,Pop
Ai Se Eu Te Pego,Michel Telo,Brazilian Music
So Good,B.o.B,Rap/Hip Hop
Rumour Has It,Adele,Pop
Faded,Tyga,Rap/Hip Hop
Sexy And I Know It,LMFAO,Pop
Eyes Open,Taylor Swift,
Good Feeling,Flo Rida,Rap/Hip Hop
Get Low,Waka Flocka Flame,Rap/Hip Hop
Die In Your Arms,Justin Bieber,Pop
Shadow Days,John Mayer,Pop
Fine By Me,Andy Grammer,Pop
Same Damn Time,Future,Rap/Hip Hop
Banjo,Rascal Flatts,Country
Turn Me On,David Guetta,Dance
