song,artist,song_clean,artist_clean
Don't Come Out The House,Metro Boomin Featuring 21 Savage,Don't Come Out The House,Metro Boomin
I Love It,Kanye West & Lil Pump,I Love It,Kanye West
Falling Down,Lil Peep & XXXTENTACION,Falling Down,Lil Peep
Noticed,Lil Mosey,Noticed,Lil Mosey
I Like Me Better,Lauv,I Like Me Better,Lauv
Psycho,Post Malone Featuring Ty Dolla $ign,Psycho,Post Malone
Sad!,XXXTENTACION,Sad!,XXXTENTACION
Bohemian Rhapsody,Queen,Bohemian Rhapsody,Queen
Take One,Kodak Black,Take One,Kodak Black
W O R K I N  M E,Quavo,W O R K I N  M E,Quavo
Mona Lisa,Lil Wayne Featuring Kendrick Lamar,Mona Lisa,Lil Wayne
Desperate Man,Eric Church,Desperate Man,Eric Church
Burn The House Down,AJR,Burn The House Down,AJR
Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",Big Bank,YG
Love Scars 3,Trippie Redd,Love Scars 3,Trippie Redd
Negative Energy,Trippie Redd Featuring Kodie Shane,Negative Energy,Trippie Redd
Toxic Waste,Trippie Redd,Toxic Waste,Trippie Redd
Drew Barrymore,Bryce Vine,Drew Barrymore,Bryce Vine
Jackie Chan,Tiesto & Dzeko Featuring Preme & Post Malone,Jackie Chan,Tiesto
Back To You,Selena Gomez,Back To You,Selena Gomez
Delicate,Taylor Swift,Delicate,Taylor Swift
Overdue,Metro Boomin Featuring Travis Scott,Overdue,Metro Boomin
Last Memory,TakeOff,Last Memory,TakeOff
Dreamcatcher,Metro Boomin Featuring Swae Lee & Travis Scott,Dreamcatcher,Metro Boomin
No More,"Metro Boomin Featuring Travis Scott, Kodak Black & 21 Savage",No More,Metro Boomin
Promises,Calvin Harris & Sam Smith,Promises,Calvin Harris
No Brainer,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",No Brainer,DJ Khaled
Hotel Key,Old Dominion,Hotel Key,Old Dominion
Killshot,Eminem,Killshot,Eminem
Casper,TakeOff,Casper,TakeOff
Up To Something,Metro Boomin Featuring Travis Scott & Young Thug,Up To Something,Metro Boomin
The Middle,"Zedd, Maren Morris & Grey",The Middle,Zedd
Drunk Girl,Chris Janson,Drunk Girl,Chris Janson
Waste It On Me,Steve Aoki Featuring BTS,Waste It On Me,Steve Aoki
A Million Dreams,P!nk,A Million Dreams,P!nk
Venom,Eminem,Venom,Eminem
New Patek,Lil Uzi Vert,New Patek,Lil Uzi Vert
Break Up In The End,Cole Swindell,Break Up In The End,Cole Swindell
Kamikaze,Lil Mosey,Kamikaze,Lil Mosey
Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert,Drowns The Whiskey,Jason Aldean
No Tears Left To Cry,Ariana Grande,No Tears Left To Cry,Ariana Grande
Jet Lag,Future & Juice WRLD Featuring Young Scooter,Jet Lag,Future
Astronauts,Future & Juice WRLD,Astronauts,Future
Suncity,Khalid Featuring Empress Of,Suncity,Khalid
Vertigo,Khalid,Vertigo,Khalid
Yacht Club,Lil Yachty Featuring Juice WRLD,Yacht Club,Lil Yachty
Make It Back,Juice WRLD,Make It Back,Juice WRLD
Kiss And Make Up,Dua Lipa & BLACKPINK,Kiss And Make Up,Dua Lipa
Africa,Weezer,Africa,Weezer
Get Dripped,Lil Yachty Featuring Playboi Carti,Get Dripped,Lil Yachty
Meant To Be,Bebe Rexha & Florida Georgia Line,Meant To Be,Bebe Rexha
Flip The Switch,Quavo Featuring Drake,Flip The Switch,Quavo
Simple,Florida Georgia Line,Simple,Florida Georgia Line
Pass Out,Quavo Featuring 21 Savage,Pass Out,Quavo
Medicine,Queen Naija,Medicine,Queen Naija
Biggest Alley Oop,Quavo,Biggest Alley Oop,Quavo
Rerun,Quavo Featuring Travis Scott,Rerun,Quavo
Don't Cry,Lil Wayne Featuring XXXTENTACION,Don't Cry,Lil Wayne
Huncho Dreams,Quavo,Huncho Dreams,Quavo
Chanel (Go Get It),Young Thug Featuring Gunna & Lil Baby,Chanel,Young Thug
Thunderclouds,"Labrinth, Sia & Diplo Present... LSD",Thunderclouds,Labrinth
"Sunrise, Sunburn, Sunset",Luke Bryan,"Sunrise, Sunburn, Sunset",Luke Bryan
"If I'm Lyin, I'm Flyin",Kodak Black,"If I'm Lyin, I'm Flyin",Kodak Black
Lose It,Quavo Featuring Lil Baby,Lose It,Quavo
Off White VLONE,Lil Baby & Gunna Featuring Lil Durk & NAV,Off White VLONE,Lil Baby
Business Is Business,Lil Baby & Gunna,Business Is Business,Lil Baby
Is That Alright?,Lady Gaga,Is That Alright?,Lady Gaga
Let It Fly,Lil Wayne Featuring Travis Scott,Let It Fly,Lil Wayne
Dedicate,Lil Wayne,Dedicate,Lil Wayne
Jumpsuit,twenty one pilots,Jumpsuit,twenty one pilots
Belly,Lil Baby & Gunna,Belly,Lil Baby
My Blood,twenty one pilots,My Blood,twenty one pilots
The Way I Am,Charlie Puth,The Way I Am,Charlie Puth
Can't Be Broken,Lil Wayne,Can't Be Broken,Lil Wayne
Maybe It's Time,Bradley Cooper,Maybe It's Time,Bradley Cooper
Nico And The Niners,twenty one pilots,Nico And The Niners,twenty one pilots
Deep End,Lil Baby,Deep End,Lil Baby
I Am,Lil Baby & Gunna,I Am,Lil Baby
What About Me,Lil Wayne Featuring Sosamann,What About Me,Lil Wayne
Dark Side Of The Moon,Lil Wayne Featuring Nicki Minaj,Dark Side Of The Moon,Lil Wayne
Famous,Lil Wayne Featuring Reginae Carter,Famous,Lil Wayne
Dope N****z,Lil Wayne Featuring Snoop Dogg,Dope N****z,Lil Wayne
Open Letter,Lil Wayne,Open Letter,Lil Wayne
Problems,Lil Wayne,Problems,Lil Wayne
Hittas,Lil Wayne,Hittas,Lil Wayne
Open Safe,Lil Wayne,Open Safe,Lil Wayne
Took His Time,Lil Wayne,Took His Time,Lil Wayne
Mess,Lil Wayne,Mess,Lil Wayne
Let It All Work Out,Lil Wayne,Let It All Work Out,Lil Wayne
Start This S**t Off Right,Lil Wayne Featuring Ashanti & Mack Maine,Start This S**t Off Right,Lil Wayne
Used 2,Lil Wayne,Used 2,Lil Wayne
Rap Devil,Machine Gun Kelly,Rap Devil,Machine Gun Kelly
Demon,Lil Wayne,Demon,Lil Wayne
Perfect Strangers,Lil Wayne,Perfect Strangers,Lil Wayne
Dope New Gospel,Lil Wayne Featuring Nivea,Dope New Gospel,Lil Wayne
Head Above Water,Avril Lavigne,Head Above Water,Avril Lavigne
Perfect,Ed Sheeran,Perfect,Ed Sheeran
Nice For What,Drake,Nice For What,Drake
God's Plan,Drake,God's Plan,Drake
Barbie Dreams,Nicki Minaj,Barbie Dreams,Nicki Minaj
All Girls Are The Same,Juice WRLD,All Girls Are The Same,Juice WRLD
Fall,Eminem,Fall,Eminem
Life Changes,Thomas Rhett,Life Changes,Thomas Rhett
Hooked,Dylan Scott,Hooked,Dylan Scott
Stargazing,Travis Scott,Stargazing,Travis Scott
Lean Wit Me,Juice WRLD,Lean Wit Me,Juice WRLD
Self Care,Mac Miller,Self Care,Mac Miller
OTW,"Khalid, Ty Dolla $ign & 6LACK",OTW,Khalid
Remind Me To Forget,Kygo Featuring Miguel,Remind Me To Forget,Kygo
The Ringer,Eminem,The Ringer,Eminem
Apes**t,The Carters,Apes**t,The Carters
Hopeless Romantic,Wiz Khalifa Featuring Swae Lee,Hopeless Romantic,Wiz Khalifa
Solo,Clean Bandit Featuring Demi Lovato,Solo,Clean Bandit
Vaina Loca,Ozuna x Manuel Turizo,Vaina Loca,Ozuna
Pretty Little Fears,6LACK Featuring J. Cole,Pretty Little Fears,6LACK
Mercy,Brett Young,Mercy,Brett Young
Side Effects,The Chainsmokers Featuring Emily Warren,Side Effects,The Chainsmokers
Cry Pretty,Carrie Underwood,Cry Pretty,Carrie Underwood
Not Alike,Eminem Featuring Royce Da 5'9,Not Alike,Eminem
Kamikaze,Eminem,Kamikaze,Eminem
Mine,Bazzi,Mine,Bazzi
Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",Te Bote,Casper Magico
Hurt Feelings,Mac Miller,Hurt Feelings,Mac Miller
Greatest,Eminem,Greatest,Eminem
Come Back To Earth,Mac Miller,Come Back To Earth,Mac Miller
IDOL,BTS Featuring Nicki Minaj,IDOL,BTS
Feels Like Summer,Childish Gambino,Feels Like Summer,Childish Gambino
I'm Upset,Drake,I'm Upset,Drake
Narcos,Migos,Narcos,Migos
Normal,Eminem,Normal,Eminem
Stepping Stone,Eminem,Stepping Stone,Eminem
Nice Guy,Eminem & Jessie Reyez,Nice Guy,Eminem
Good Guy,Eminem Featuring Jessie Reyez,Good Guy,Eminem
I Am Who They Say I Am,YoungBoy Never Broke Again Featuring Kevin Gates & Quando Rondo,I Am Who They Say I Am,YoungBoy Never Broke Again
1942,G-Eazy Featuring Yo Gotti & YBN Nahmir,1942,G-Eazy
Summertime Magic,Childish Gambino,Summertime Magic,Childish Gambino
Friends,Marshmello & Anne-Marie,Friends,Marshmello
Never Be The Same,Camila Cabello,Never Be The Same,Camila Cabello
One Kiss,Calvin Harris & Dua Lipa,One Kiss,Calvin Harris
Moonlight,XXXTENTACION,Moonlight,XXXTENTACION
Get Along,Kenny Chesney,Get Along,Kenny Chesney
Unica,Ozuna,Unica,Ozuna
Changes,XXXTENTACION,Changes,XXXTENTACION
Happy Now,Zedd & Elley Duhe,Happy Now,Zedd
Level Up,Ciara,Level Up,Ciara
Taking A Walk,Trippie Redd,Taking A Walk,Trippie Redd
Don't Go Breaking My Heart,Backstreet Boys,Don't Go Breaking My Heart,Backstreet Boys
Mob Ties,Drake,Mob Ties,Drake
Wasted,Juice WRLD Featuring Lil Uzi Vert,Wasted,Juice WRLD
Sin Pijama,Becky G + Natti Natasha,Sin Pijama,Becky G + Natti Natasha
This Is America,Childish Gambino,This Is America,Childish Gambino
In My Blood,Shawn Mendes,In My Blood,Shawn Mendes
Sweetener,Ariana Grande,Sweetener,Ariana Grande
Everytime,Ariana Grande,Everytime,Ariana Grande
R.E.M,Ariana Grande,R.E.M,Ariana Grande
Kiss Somebody,Morgan Evans,Kiss Somebody,Morgan Evans
Goodnight N Go,Ariana Grande,Goodnight N Go,Ariana Grande
Made For Now,Janet & Daddy Yankee,Made For Now,Janet
The Light Is Coming,Ariana Grande Featuring Nicki Minaj,The Light Is Coming,Ariana Grande
Bed,Nicki Minaj Featuring Ariana Grande,Bed,Nicki Minaj
Growing Pains,Alessia Cara,Growing Pains,Alessia Cara
Take Back Home Girl,Chris Lane Featuring Tori Kelly,Take Back Home Girl,Chris Lane
Pete Davidson,Ariana Grande,Pete Davidson,Ariana Grande
Chun-Li,Nicki Minaj,Chun-Li,Nicki Minaj
Rich Sex,Nicki Minaj Featuring Lil Wayne,Rich Sex,Nicki Minaj
Majesty,Nicki Minaj Featuring Eminem & Labrinth,Majesty,Nicki Minaj
Ganja Burns,Nicki Minaj,Ganja Burns,Nicki Minaj
Be Careful,Cardi B,Be Careful,Cardi B
Stop Trying To Be God,Travis Scott,Stop Trying To Be God,Travis Scott
Can't Say,Travis Scott,Can't Say,Travis Scott
R.I.P Screw,Travis Scott,R.I.P Screw,Travis Scott
No Bystanders,Travis Scott,No Bystanders,Travis Scott
Carousel,Travis Scott,Carousel,Travis Scott
Album Of The Year (Freestyle),J. Cole,Album Of The Year,J. Cole
5% Tint,Travis Scott,5% Tint,Travis Scott
Have It All,Jason Mraz,Have It All,Jason Mraz
Nevermind,Dennis Lloyd,Nevermind,Dennis Lloyd
Thought I Knew You,Nicki Minaj Featuring The Weeknd,Thought I Knew You,Nicki Minaj
NC-17,Travis Scott,NC-17,Travis Scott
Who? What!,Travis Scott,Who? What!,Travis Scott
Skeletons,Travis Scott,Skeletons,Travis Scott
Astrothunder,Travis Scott,Astrothunder,Travis Scott
Butterfly Effect,Travis Scott,Butterfly Effect,Travis Scott
Houstonfornication,Travis Scott,Houstonfornication,Travis Scott
Coffee Bean,Travis Scott,Coffee Bean,Travis Scott
Could've Been,H.E.R. Featuring Bryson Tiller,Could've Been,H.E.R.
Up Down,Morgan Wallen Featuring Florida Georgia Line,Up Down,Morgan Wallen
I Was Jack (You Were Diane),Jake Owen,I Was Jack,Jake Owen
Coming Home,Keith Urban Featuring Julia Michaels,Coming Home,Keith Urban
Handgun,YG Featuring A$AP Rocky,Handgun,YG
Whatever It Takes,Imagine Dragons,Whatever It Takes,Imagine Dragons
Look Alive,BlocBoy JB Featuring Drake,Look Alive,BlocBoy JB
Sober,Demi Lovato,Sober,Demi Lovato
Sit Next To Me,Foster The People,Sit Next To Me,Foster The People
One Number Away,Luke Combs,One Number Away,Luke Combs
Don't Matter To Me,Drake Featuring Michael Jackson,Don't Matter To Me,Drake
Ocean,TK Kravitz Featuring Jacqueez,Ocean,TK Kravitz
One Day,Logic Featuring Ryan Tedder,One Day,Logic
Freaky Friday,Lil Dicky Featuring Chris Brown,Freaky Friday,Lil Dicky
Praise The Lord (Da Shine),A$AP Rocky Featuring Skepta,Praise The Lord,A$AP Rocky
Ball For Me,Post Malone Featuring Nicki Minaj,Ball For Me,Post Malone
Call Out My Name,The Weeknd,Call Out My Name,The Weeknd
All Mine,Kanye West,All Mine,Kanye West
Ocean,Martin Garrix Featuring Khalid,Ocean,Martin Garrix
Karma,Queen Naija,Karma,Queen Naija
X,Nicky Jam x J Balvin,X,Nicky Jam
I Might Need Security,Chance The Rapper,I Might Need Security,Chance The Rapper
Emotionless,Drake,Emotionless,Drake
Can't Take A Joke,Drake,Can't Take A Joke,Drake
Elevate,Drake,Elevate,Drake
Fr Fr,Wiz Khalifa Featuring Lil Skies,Fr Fr,Wiz Khalifa
Blue Tint,Drake,Blue Tint,Drake
After Dark,Drake Featuring Static Major & Ty Dolla $ign,After Dark,Drake
Alone,Halsey Featuring Big Sean & Stefflon Don,Alone,Halsey
Everything's Gonna Be Alright,David Lee Murphy & Kenny Chesney,Everything's Gonna Be Alright,David Lee Murphy
Zombie,Bad Wolves,Zombie,Bad Wolves
8 Out Of 10,Drake,8 Out Of 10,Drake
31 Days,Future,31 Days,Future
Talk Up,Drake Featuring JAY-Z,Talk Up,Drake
Wifi Lit,Future,Wifi Lit,Future
Jocelyn Flores,XXXTENTACION,Jocelyn Flores,XXXTENTACION
Sandra's Rose,Drake,Sandra's Rose,Drake
Summer Games,Drake,Summer Games,Drake
Jaded,Drake,Jaded,Drake
That's How You Feel,Drake,That's How You Feel,Drake
Survival,Drake,Survival,Drake
Cuddle My Wrist,Future,Cuddle My Wrist,Future
Millidelphia,Meek Mill Featuring Swizz Beatz,Millidelphia,Meek Mill
Racks Blue,Future,Racks Blue,Future
Finesse,Drake,Finesse,Drake
Drug Addicts,Lil Pump,Drug Addicts,Lil Pump
KOD,J. Cole,KOD,J. Cole
Peak,Drake,Peak,Drake
Kream,Iggy Azalea Feauring Tyga,Kream,Iggy Azalea Feauring Tyga
Is There More,Drake,Is There More,Drake
Ratchet Happy Birthday,Drake,Ratchet Happy Birthday,Drake
Final Fantasy,Drake,Final Fantasy,Drake
14-Mar,Drake,14-Mar,Drake
Done For Me,Charlie Puth Featuring Kehlani,Done For Me,Charlie Puth
Esskeetit,Lil Pump,Esskeetit,Lil Pump
Everybody Dies In Their Nightmares,XXXTENTACION,Everybody Dies In Their Nightmares,XXXTENTACION
Yikes,Kanye West,Yikes,Kanye West
Downtown's Dead,Sam Hunt,Downtown's Dead,Sam Hunt
Japan,Famous Dex,Japan,Famous Dex
Me Niego,Reik Featuring Ozuna & Wisin,Me Niego,Reik
The Remedy For A Broken Heart (Why Am I So In Love),XXXTENTACION,The Remedy For A Broken Heart,XXXTENTACION
I Lived It,Blake Shelton,I Lived It,Blake Shelton
Plug Walk,Rich The Kid,Plug Walk,Rich The Kid
Walk It Talk It,Migos Featuring Drake,Walk It Talk It,Migos
Rockstar,Post Malone Featuring 21 Savage,Rockstar,Post Malone
F**k Love,XXXTENTACION Featuring Trippie Redd,F**k Love,XXXTENTACION
Heaven,Kane Brown,Heaven,Kane Brown
Havana,Camila Cabello Featuring Young Thug,Havana,Camila Cabello
New Rules,Dua Lipa,New Rules,Dua Lipa
Wait,Maroon 5,Wait,Maroon 5
Dura,Daddy Yankee,Dura,Daddy Yankee
Bigger > You,"2 Chainz, Drake & Quavo",Bigger > You,2 Chainz
Say Amen (Saturday Night),Panic! At The Disco,Say Amen,Panic! At The Disco
Hope,XXXTENTACION,Hope,XXXTENTACION
TATI,6ix9ine Featuring DJ SPINKING,TATI,6ix9ine
Fake Love,BTS,Fake Love,BTS
I Know You,Lil Skies Featuring Yung Pinch,I Know You,Lil Skies
Numb,XXXTENTACION,Numb,XXXTENTACION
Powerglide,Rae Sremmurd & Juicy J,Powerglide,Rae Sremmurd
Life Goes On,Lil Baby Featuring Gunna & Lil Uzi Vert,Life Goes On,Lil Baby
Overdose,YoungBoy Never Broke Again,Overdose,YoungBoy Never Broke Again
"Woman, Amen",Dierks Bentley,"Woman, Amen",Dierks Bentley
Born To Be Yours,Kygo & Imagine Dragons,Born To Be Yours,Kygo
Boss,The Carters,Boss,The Carters
Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,Sativa,Jhene Aiko
DDU-DU DDU-DU,BLACKPINK,DDU-DU DDU-DU,BLACKPINK
IDGAF,Dua Lipa,IDGAF,Dua Lipa
Pray For Me,The Weeknd & Kendrick Lamar,Pray For Me,The Weeknd
Summer,The Carters,Summer,The Carters
Welcome To The Party,"Diplo, French Montana & Lil Pump Featuring Zhavia Ward",Welcome To The Party,Diplo
Dame Tu Cosita,Pitbull x El Chombo x Karol G Featuring Cutty Ranks,Dame Tu Cosita,Pitbull
Reborn,KIDS SEE GHOSTS,Reborn,KIDS SEE GHOSTS
Nice,The Carters,Nice,The Carters
Cop Shot The Kid,Nas Featuring Kanye West,Cop Shot The Kid,Nas
Friends,The Carters,Friends,The Carters
4th Dimension,KIDS SEE GHOSTS Featuring Louis Prima,4th Dimension,KIDS SEE GHOSTS
Feel The Love,KIDS SEE GHOSTS,Feel The Love,KIDS SEE GHOSTS
Ghost Town,Kanye West Featuring PARTYNEXTDOOR,Ghost Town,Kanye West
You Make It Easy,Jason Aldean,You Make It Easy,Jason Aldean
"Freeee (Ghost Town, Pt. 2)",KIDS SEE GHOSTS,Freeee,KIDS SEE GHOSTS
Fire,KIDS SEE GHOSTS,Fire,KIDS SEE GHOSTS
Cudi Montage,KIDS SEE GHOSTS,Cudi Montage,KIDS SEE GHOSTS
KIDS SEE GHOSTS,KIDS SEE GHOSTS,KIDS SEE GHOSTS,KIDS SEE GHOSTS
Violent Crimes,Kanye West,Violent Crimes,Kanye West
El Farsante,Ozuna & Romeo Santos,El Farsante,Ozuna
Wouldn't Leave,Kanye West Featuring PARTYNEXTDOOR,Wouldn't Leave,Kanye West
Babe,Sugarland Featuring Taylor Swift,Babe,Sugarland
Drip,Cardi B Featuring Migos,Drip,Cardi B
Singles You Up,Jordan Davis,Singles You Up,Jordan Davis
I Thought About Killing You,Kanye West,I Thought About Killing You,Kanye West
No Mistakes,Kanye West,No Mistakes,Kanye West
Finesse,Bruno Mars & Cardi B,Finesse,Bruno Mars
Must've Never Met You,Luke Combs,Must've Never Met You,Luke Combs
Humility,Gorillaz Featuring George Benson,Humility,Gorillaz
Watch,Travis Scott Featuring Lil Uzi Vert & Kanye West,Watch,Travis Scott
Rich & Sad,Post Malone,Rich & Sad,Post Malone
Shoota,Playboi Carti Featuring Lil Uzi Vert,Shoota,Playboi Carti
Lust,Lil Skies,Lust,Lil Skies
Paranoid,Post Malone,Paranoid,Post Malone
New Freezer,Rich The Kid Featuring Kendrick Lamar,New Freezer,Rich The Kid
All The Stars,Kendrick Lamar & SZA,All The Stars,Kendrick Lamar
Ric Flair Drip,Offset & Metro Boomin,Ric Flair Drip,Offset
A$AP Forever,A$AP Rocky Featuring Moby,A$AP Forever,A$AP Rocky
Infrared,Pusha T,Infrared,Pusha T
King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",King's Dead,Jay Rock
If You Know You Know,Pusha T,If You Know You Know,Pusha T
What Would Meek Do?,Pusha T Featuring Kanye West,What Would Meek Do?,Pusha T
Youth,Shawn Mendes Featuring Khalid,Youth,Shawn Mendes
Dinero,Jennifer Lopez Featuring DJ Khaled & Cardi B,Dinero,Jennifer Lopez
For The First Time,Darius Rucker,For The First Time,Darius Rucker
Most People Are Good,Luke Bryan,Most People Are Good,Luke Bryan
Everyday,Logic & Marshmello,Everyday,Logic
Spoil My Night,Post Malone Featuring Swae Lee,Spoil My Night,Post Malone
The Games We Play,Pusha T,The Games We Play,Pusha T
Change Lanes,Kevin Gates,Change Lanes,Kevin Gates
Like That,Kris Wu,Like That,Kris Wu
Southside,Lil Baby,Southside,Lil Baby
Let It Sing,Kevin Gates,Let It Sing,Kevin Gates
Sangria Wine,Pharrell Williams x Camila Cabello,Sangria Wine,Pharrell Williams
Champion,NAV Featuring Travis Scott,Champion,NAV
Red Roses,Lil Skies Featuring Landon Cube,Red Roses,Lil Skies
Stay,Post Malone,Stay,Post Malone
ATM,J. Cole,ATM,J. Cole
Kevin's Heart,J. Cole,Kevin's Heart,J. Cole
No Excuses,Meghan Trainor,No Excuses,Meghan Trainor
Gucci Flip Flops,Bhad Bhabie Featuring Lil Yachty,Gucci Flip Flops,Bhad Bhabie
Outside Today,YoungBoy Never Broke Again,Outside Today,YoungBoy Never Broke Again
Stir Fry,Migos,Stir Fry,Migos
Over Now,Post Malone,Over Now,Post Malone
Zack And Codeine,Post Malone,Zack And Codeine,Post Malone
Same Bitches,Post Malone Featuring G-Eazy & YG,Same Bitches,Post Malone
When We,Tank,When We,Tank
Takin' Shots,Post Malone,Takin' Shots,Post Malone
92 Explorer,Post Malone,92 Explorer,Post Malone
Say Something,Justin Timberlake Featuring Chris Stapleton,Say Something,Justin Timberlake
Bartier Cardi,Cardi B Featuring 21 Savage,Bartier Cardi,Cardi B
Barbie Tingz,Nicki Minaj,Barbie Tingz,Nicki Minaj
Otherside,Post Malone,Otherside,Post Malone
Blame It On Me,Post Malone,Blame It On Me,Post Malone
Diamond Teeth Samurai,YoungBoy Never Broke Again,Diamond Teeth Samurai,YoungBoy Never Broke Again
Famous,Mason Ramsey,Famous,Mason Ramsey
I Do,Cardi B Featuring SZA,I Do,Cardi B
Preach,YoungBoy Never Broke Again,Preach,YoungBoy Never Broke Again
Candy Paint,Post Malone,Candy Paint,Post Malone
Sugar Wraith,Post Malone,Sugar Wraith,Post Malone
Motiv8,J. Cole,Motiv8,J. Cole
Jonestown (Interlude),Post Malone,Jonestown,Post Malone
1985 (Intro To The Fall Off),J. Cole,1985,J. Cole
Photograph,J. Cole,Photograph,J. Cole
Ye vs The People,Kanye West Featuring T.I.,Ye vs The People,Kanye West
The Cut Off,J. Cole Featuring kiLL edward,The Cut Off,J. Cole
Brackets,J. Cole,Brackets,J. Cole
Wake Me Up!,Avicii,Wake Me Up!,Avicii
Window Pain (Outro),J. Cole,Window Pain,J. Cole
Thunder,Imagine Dragons,Thunder,Imagine Dragons
Friends,J. Cole Featuring kiLL edward,Friends,J. Cole
Once An Addict (Interlude),J. Cole,Once An Addict,J. Cole
Let You Down,NF,Let You Down,NF
Feel It Still,Portugal. The Man,Feel It Still,Portugal. The Man
Intro,J. Cole,Intro,J. Cole
The Long Way,Brett Eldredge,The Long Way,Brett Eldredge
This Is Me,Keala Settle & The Greatest Showman Ensemble,This Is Me,Keala Settle
Close,Rae Sremmurd & Travis Scott,Close,Rae Sremmurd
Thru Your Phone,Cardi B,Thru Your Phone,Cardi B
Best Life,Cardi B Featuring Chance The Rapper,Best Life,Cardi B
Lights Down Low,MAX Featuring gnash,Lights Down Low,MAX
I Fall Apart,Post Malone,I Fall Apart,Post Malone
Him & I,G-Eazy & Halsey,Him & I,G-Eazy
Bad At Love,Halsey,Bad At Love,Halsey
Marry Me,Thomas Rhett,Marry Me,Thomas Rhett
Bickenhead,Cardi B,Bickenhead,Cardi B
Let Me,Zayn,Let Me,Zayn
Wasted Times,The Weeknd,Wasted Times,The Weeknd
Get Up 10,Cardi B,Get Up 10,Cardi B
Guatemala,Swae Lee Featuring Slim Jxmmi,Guatemala,Swae Lee
Money Bag,Cardi B,Money Bag,Cardi B
Anybody,Young Thug Featuring Nicki Minaj,Anybody,Young Thug
She Bad,Cardi B & YG,She Bad,Cardi B
Billy,6ix9ine,Billy,6ix9ine
Top Off,"DJ Khaled Featuring JAY Z, Future & B",Top Off,DJ Khaled
She's With Me,High Valley,She's With Me,High Valley
Get You,Daniel Caesar Featuring Kali Uchis,Get You,Daniel Caesar
Broken Clocks,SZA,Broken Clocks,SZA
Five More Minutes,Scotty McCreery,Five More Minutes,Scotty McCreery
Gotti,6ix9ine,Gotti,6ix9ine
Hardaway,Derez De'Shon,Hardaway,Derez De'Shon
Tell Me You Love Me,Demi Lovato,Tell Me You Love Me,Demi Lovato
Try Me,The Weeknd,Try Me,The Weeknd
Broken Halos,Chris Stapleton,Broken Halos,Chris Stapleton
All On Me,Devin Dawson,All On Me,Devin Dawson
No Roots,Alice Merton,No Roots,Alice Merton
Proud,2 Chainz Featuring YG & Offset,Proud,2 Chainz
