song,artist,genre
Don't Happen Twice,Kenny Chesney,Country
Heard It All Before,Sunshine Anderson,R&B
Take It To Da House,Trick Daddy,Rap/Hip Hop
Yellow,Coldplay,Rock
Let's Get It,Three The... G. Dep,Rap/Hip Hop
Until The End Of Time,2Pac,Rap/Hip Hop
It's A Great Day To Be Alive,Travis Tritt,Country
Never Had A Dream Come True,S Club 7,Pop
"So Fresh, So Clean",OutKast,Rap/Hip Hop
Playas Gon' Play,3LW,R&B
Oochie Wally,QB Finest,
Dream On,Depeche Mode,Rock
If I Fall You're Going Down With Me,Dixie Chicks,
South Side,Moby,Electro
Missing You,Case,R&B
Angel,Shaggy,Pop
Love,Musiq Soulchild,R&B
What It Feels Like For A Girl,Madonna,Pop
Look At Us,Sarina Paris,Pop
Stutter,Joe,R&B
Get Over Yourself,Eden's Crush,Pop
Mrs. Steven Rudy,Mark McGuinn,Country
Again,Lenny Kravitz,Rock
Put It On Me,Ja Rule,R&B
Imitation Of Life,R.E.M.,Alternative
Loaded,Ricky Martin,Rock
Bizounce,Olivia,Pop
A Long Walk,Jill Scott,R&B
Everybody Doesn't,Amanda,Pop
Who's That Girl?,Eve,Rock
Best I Ever Had,Vertical Horizon,Pop
Butterfly,Crazy Town,Rock
Jaded,Aerosmith,Rock
Who I Am,Jessica Andrews,Country
Breathless,The Corrs,Pop
Nobody Wants To Be Lonely,Ricky Martin Duet,
Around The World,ATC,Dance
There It Is,Ginuwine,R&B
Stranger In My House,Tamia,R&B
One More Day,Diamond Rio,Country
Southern Hospitality,Ludacris,Rap/Hip Hop
One Step Closer,Linkin Park,Alternative
If My Heart Had Wings,Faith Hill,Country
Outside,Aaron Lewis Of Staind,
Crazy,K-Ci,R&B
The Way You Love Me,Faith Hill,Country
Puppy Love,Lil Bow Wow,
After Party,Koffee Brown,
Guilty Until Proven Innocent,Jay-Z,Rap/Hip Hop
She Misses Him,Tim Rushlow,
One More Time,Daft Punk,
Let's Get Dirty,Redman,Rap/Hip Hop
Rose Bouquet,Phil Vassar,Country
Request Line,The Black Eyed Peas,
Chickenhead,Project Pat,Rap/Hip Hop
Don't Talk,Jon B,Pop
Free,Mya,R&B
Just Another Girl,Monica,
Promise,Jagged Edge,R&B
You Shouldn't Kiss Me Like This,Toby Keith,Country
Lady,Modjo,Dance
You Make Me Sick,P!nk,Pop
But For The Grace Of God,Keith Urban,Country
There Is No Arizona,Jamie O'Neal,Country
Pour Me,Trick Pony,Country
Change The Game,Jay-Z,Rap/Hip Hop
That's How I Beat Shaq,Aaron Carter,Pop
Don't Tell Me,Madonna,Pop
Love Don't Cost A Thing,Jennifer Lopez,Pop
Danger,Mystikal,Rap/Hip Hop
Could It Be,Jaheim,R&B
Soul Sista,Bilal,R&B
"Like, Wow!",Leslie Carter,Films/Games
Too Little Too Late,Barenaked Ladies,Pop
No More,3LW,R&B
It Wasn't Me,Shaggy,Pop
It's Over Now,112,R&B
Bow Wow,Lil Bow Wow,Alternative
My Everything,98 Degrees,
One Woman Man,Dave Hollister,R&B
Thank You For Loving Me,Bon Jovi,Rock
Ms. Jackson,OutKast,Rap/Hip Hop
Burn,Jo Dee Messina,Country
Crazy For This Girl,Evan,Pop
He Loves U Not,Dream,Pop
Kryptonite,3 Doors Down,Pop
I Did It,Dave Matthews Band,Rock
Emotional,Carl Thomas,Rap/Hip Hop
Independent Women Part I,Destiny's Child,
With Arms Wide Open,Creed,Rock
Lucky 4 You,SHeDAISY,Country
Ashes By Now,Lee Ann Womack,Country
By Your Side,Sade,R&B
Babylon,David Gray,Rock
Tell Her,Lonestar,Country
Cross The Border,Philly's Most Wanted,Rap/Hip Hop
Beautiful Day,U2,Rock
Hemorrhage,Fuel,Rock
This I Promise You,'N Sync,
Wild Horses,Garth Brooks,
The Call,Backstreet Boys,Pop
This Everyday Love,Rascal Flatts,Country
I Just Wanna Love U,JAY-Z,Rap/Hip Hop
My First Love,Avant,R&B
A Good Day To Run,Darryl Worley,Country
Get Crunked Up,Iconz,Rap/Hip Hop
Case Of The Ex,Mya,R&B
Liquid Dreams,O-Town,Pop
Stronger,Britney Spears,Pop
Project Chick,Cash Money Millionaires,
Is That Your Chick,Memphis Bleek,R&B
So In Love With Two,Mikaila,Pop
Oh No,Mos Def,Pop
Cha-Cha Slide,Mr. C The Slide Man,
My Next Thirty Years,Tim McGraw,Country
Loser,3 Doors Down,Pop
Born To Fly,Sara Evans,Country
Snoop Dogg,Snoop Dogg,Rap/Hip Hop
I Lost It,Kenny Chesney,Country
X,Xzibit,R&B
Rollin',Limp Bizkit,Rock
What's Your Fantasy,Ludacris,Rap/Hip Hop
I Wish,R. Kelly,R&B
Just Friends,Musiq,R&B
Shape Of My Heart,Backstreet Boys,Pop
We Danced,Brad Paisley,Country
Still On Your Side,BBMak,Alternative
You All Dat,Baha Men,Pop
Georgia,Carolyn Dawn Johnson,Country
E.I.,Nelly,Pop
Without You,Dixie Chicks,
Most Girls,P!nk,Pop
Dance With Me,Debelah Morgan,R&B
Just Another Day In Paradise,Phil Vassar,Country
Mamacita,Public Announcement,R&B
911,Wyclef Jean,Rap/Hip Hop
www.memory,Alan Jackson,Country
Stan,Eminem,Rap/Hip Hop
Gotta Tell You,Samantha Mumba,Pop
Meanwhile Back At The Ranch,The Clark Family Experience,Country
You Should've Told Me,Kelly Price,R&B
Oklahoma,Billy Gilman,Country
How Many Licks?,Lil' Kim,Rap/Hip Hop
She Bangs,Ricky Martin,Rock
Pinch Me,Barenaked Ladies,Pop
Between Me And You,Ja Rule,R&B
My Baby You,Marc Anthony,Latin Music
Girls Dem Sugar,Beenie Man,
Liar,Profyle,Rap/Hip Hop
The Itch,Vitamin C,Pop
Music,Madonna,Films/Games
Bent,matchbox twenty,Pop
The Little Girl,John Michael Montgomery,Country
Feels Like Love,Vince Gill,Country
Original Prankster,The Offspring,Rock
Thank You In Advance,Boyz II Men,R&B
A Little Gasoline,Terri Clark,Country
Bouncing Off The Ceiling,A*Teens,
Don't Think I'm Not,Kandi,R&B
Best Of Intentions,Travis Tritt,Country
You're A God,Vertical Horizon,Pop
Go On,George Strait,Country
Bounce With Me,Lil Bow Wow,Rap/Hip Hop
The Christmas Shoes,NewSong,Christian
Where Are You Christmas?,Faith Hill,
Open My Heart,Yolanda Adams,R&B
I Know,Sunday,Alternative
Kiss This,Aaron Tippin,Country
All Good?,De La Soul,Rap/Hip Hop
Bag Lady,Erykah Badu,R&B
My Love Goes On And On,Chris Cagle,Country
Give Me Just One Night,98 Degrees,
If I Am,Nine Days,Rock
No More,Ruff Endz,R&B
Come On Over Baby,Christina Aguilera,Pop
Shake Ya Ass,Mystikal,Rap/Hip Hop
It's My Life,Bon Jovi,Rock
Straight Up,Chante Moore,R&B
Do You,Funkmaster Flex,
"Jumpin', Jumpin'",Destiny's Child,Pop
Incomplete,Sisqo,R&B
 Country Grammar,Nelly,Pop
Faded,SoulDecision,Pop
That's The Kind Of Mood I'm In,Patty Loveless,Country
What Means The World To You,Cam'ron,R&B
Pop Ya Collar,Usher,
You Won't Be Lonely Now,Billy Ray Cyrus,Country
Spanish Guitar,Toni Braxton,R&B
Bad Boyz,Shyne,Rap/Hip Hop
Last Resort,Papa Roach,Rock
Just Be A Man About It,Toni Braxton,R&B
That Other Woman,Changing Faces,R&B
The Light,Common,Rap/Hip Hop
Where I Wanna Be,Damizza Presents Shade Sheist,
Higher,Creed,Rock
Who Let The Dogs Out,Baha Men,Pop
There You Are,Martina McBride,Country
Summer Rain,Carl Thomas,Rap/Hip Hop
Sleepwalker,The Wallflowers,Rock
Californication,Red Hot Chili Peppers,Alternative
Aaron's Party,Aaron Carter,Pop
Doesn't Really Matter,Janet,Pop
Wonderful,Everclear,Rock
He Wasn't Man Enough,Toni Braxton,R&B
Back Here,BBMak,Pop
I Will...But,SHeDAISY,
Change Your Mind,Sister Hazel,Rock
Treat Her Like A Lady,Joe,R&B
Deep Inside Of You,Third Eye Blind,Pop
Hey Papi,Jay-Z,Films/Games
Don't Call Me Baby,Madison Avenue,Electro
Souljas,Master P,Rap/Hip Hop
It's Always Somethin',Joe Diffie,Country
I Need You,LeAnn Rimes,Country
Let's Make Love,Faith Hill,Country
Country Comes To Town,Toby Keith,Country
What You Want,DMX,R&B
Breathe,Faith Hill,Country
Absolutely,Nine Days,Rock
Desert Rose,Sting,Pop
That's The Way,Jo Dee Messina,Country
Taking You Home,Don Henley,Pop
It Must Be Love,Alan Jackson,Country
I Wanna Know,Joe,R&B
Everything You Want,Vertical Horizon,Pop
The Way I Am,Eminem,Rap/Hip Hop
Could I Have This Kiss Forever,Whitney Houston,Pop
Toca's Miracle,Fragma,Dance
Your Everything,Keith Urban,Country
Try Again,Aaliyah,Rap/Hip Hop
It's Gonna Be Me,'N Sync,
What About Now,Lonestar,Country
Callin' Me,Lil' Zane,Rap/Hip Hop
One Voice,Billy Gilman,Country
Lucky,Britney Spears,Pop
Wifey,Next,R&B
Let's Get Married,Jagged Edge,R&B
What'Chu Like,Da Brat,Rap/Hip Hop
I Think I'm In Love With You,Jessica Simpson,Pop
Can't Go For That,Tamia,R&B
You'll Always Be Loved By Me,Brooks,Country
There You Go,P!nk,Pop
The Next Episode,Dr. Dre,Rap/Hip Hop
Whatever,Ideal,R&B
I Wanna Be With You,Mandy Moore,Pop
Purest Of Pain,Son By Four,Latin Music
You Sang To Me,Marc Anthony,Latin Music
I Will Love Again,Lara Fabian,Dance
Sour Girl,Stone Temple Pilots,Alternative
Pull Over,Trina,Rap/Hip Hop
Dance Tonight,Lucy Pearl,R&B
I Disappear,Metallica,Rock
Simple Kind Of Life,No Doubt,Pop
Ta Da,Lil' Mo,R&B
I'll Be,Reba McEntire,Country
Prayin' For Daylight,Rascal Flatts,Country
The Hardest Part Of Breaking Up,2Gether,Pop
Baby U Are,Gerald Levert,Pop
No Matter What They Say,Lil' Kim,Rap/Hip Hop
When You Need My Love,Darryl Worley,Country
I Turn To You,Christina Aguilera,Pop
Separated,Avant,R&B
Flowers On The Wall,Eric Heatherly,Country
The Real Slim Shady,Eminem,Rap/Hip Hop
Kernkraft 400,Zombie Nation,
Smooth,Santana,Pop
Big Pimpin',Jay-Z,Pop
Where I Wanna Be,Donell Jones,R&B
Broadway,Goo Goo Dolls,Pop
As We Lay,Kelly Price,R&B
Oops!...I Did It Again,Britney Spears,Pop
The One,Backstreet Boys,Pop
Cold Day In July,Dixie Chicks,
The Chain Of Love,Clay Walker,Country
West Side Story,LFO,Pop
I Think God Can Explain,Splender,Rock
I Try,Macy Gray,R&B
Amazed,Lonestar,Country
Yes!,Chad Brock,Country
Better Off Alone,Alice Deejay,
Crash And Burn,Savage Garden,Pop
Imagine That,LL Cool J,R&B
Be With You,Enrique Iglesias,Pop
Swear It Again,Westlife,Pop
"Same Script, Different Cast",Whitney Houston,R&B
Some Things Never Change,Tim McGraw,Country
Got It All,Eve,Pop
Wobble Wobble,504 Boyz,Rap/Hip Hop
Thong Song,Sisqo,R&B
Maria Maria,Santana,Pop
I Wish,Carl Thomas,Rap/Hip Hop
Unconditional,Clay Davidson,Country
Shackles,Mary Mary,Christian
Crybaby,Mariah Carey,Pop
Best Of Me,Mya,R&B
Cherchez LaGhost,Ghostface Killah,R&B
Take That,Torrey Carter,
Dancing Queen,A*Teens,Pop
Say My Name,Destiny's Child,Pop
Couldn't Last A Moment,Collin Raye,Country
Mirror Mirror,M2M,Pop
Shut Up,Trick Daddy,Pop
3 Little Words,Nu Flavor,Electro
Someday Out Of The Blue,Elton John,Films/Games
It's So Hard,Big Punisher,
She's More,Andy Griggs,Country
Buy Me A Rose,Kenny Rogers,Country
What I Need To Do,Kenny Chesney,Country
Carlene,Phil Vassar,Country
Party Up,DMX,Rap/Hip Hop
Monica,Before Dark,R&B
Otherside,Red Hot Chili Peppers,Alternative
More,Trace Adkins,Rock
You Owe Me,NAS,Rap/Hip Hop
Got Beef,Snoop Dogg Presents Tha Eastsidaz,
Riddle,En Vogue,Rap/Hip Hop
Bye Bye Bye,'N Sync,
It Feels So Good,Sonique,Dance
Only God Knows Why,Kid Rock,Pop
Graduation,Vitamin C,Pop
Been There,Clint Black,Country
Feelin' So Good,Jennifer Lopez,Pop
Whoa!,Black Rob,R&B
Goodbye Earl,Dixie Chicks,
Back At One,Mark Wills,Country
That's What I'm Looking For,Da Brat,Rap/Hip Hop
Never Let You Go,Third Eye Blind,Pop
Love's The Only House,Martina McBride,Country
Nothing As It Seems,Pearl Jam,Alternative
Another Nine Minutes,Yankee Grey,Country
I'm Outta Love,Anastacia,Pop
Whistle While You Twurk,Ying Yang Twins,Rap/Hip Hop
Give Me You,Mary J. Blige,Pop
Show Me The Meaning Of Being Lonely,Backstreet Boys,Pop
I Need To Know,Marc Anthony,Dance
How Do You Like Me Now?!,Toby Keith,Country
The Best Day,George Strait,Country
No Me Dejes De Querer,Gloria Estefan,Pop
I Don't Wanna,Aaliyah,R&B
I Like It,Sammie,R&B
From The Bottom Of My Broken Heart,Britney Spears,Pop
Lessons Learned,Tracy Lawrence,Country
I Knew I Loved You,Savage Garden,Pop
Forgot About Dre,Dr. Dre,Rap/Hip Hop
Me Neither,Brad Paisley,Country
This Time Around,Hanson,Pop
The Bad Touch,Bloodhound Gang,Rock
Love Sets You Free,Kelly Price,R&B
Get It On Tonite,Montell Jordan,R&B
Falls Apart,Sugar Ray,Pop
That's The Way It Is,Celine Dion,Pop
I Belong To You,Lenny Kravitz,Rock
No Mercy,Ty Herndon,Country
Another Dumb Blonde,Hoku,Pop
I Don't Wanna Kiss You Goodnight,LFO,Pop
Untitled,D'Angelo,Rap/Hip Hop
I Need A Hot Girl,Hot Boys,Rap/Hip Hop
Bring It All To Me,Blaque,Pop
All The Small Things,Blink-182,Rock
What A Girl Wants,Christina Aguilera,Pop
Back At One,Brian McKnight,R&B
Real Live Woman,Trisha Yearwood,Country
Where You Are,Jessica Simpson,Pop
"Left, Right, Left",Drama,
Mr. Too Damn Good,Gerald Levert,Pop
It Was,Chely Wright,Country
U Don't Love Me,Kumbia Kings,Pop
I Learned From The Best,Whitney Houston,Pop
Smile,Lonestar,Country
If You Don't Wanna Love Me,Tamar Braxton,R&B
"Ryde Or Die, Chick",The Lox,
Then The Morning Comes,Smash Mouth,Rock
He Can't Love U,Jagged Edge,R&B
Blue,Eiffel 65,Dance
Thank God I Found You,Mariah Carey,R&B
Because You Love Me,Jo Dee Messina,Country
Love Is Blind,Eve,Rap/Hip Hop
Hot Boyz,"Missy ""Misdemeanor"" Elliott",Rap/Hip Hop
My Best Friend,Tim McGraw,Country
American Pie,Madonna,Dance
Anything,JAY-Z,Pop
Stay Or Let It Go,Brian McKnight,R&B
No Leaf Clover,Metallica,Rock
Can't Stay,Dave Hollister,R&B
One Night Stand,J-Shin,Pop
No More Rain,Angie Stone,R&B
Take A Picture,Filter,Alternative
Meet Virginia,Train,Rock
Cowboy Take Me Away,Dixie Chicks,
Private Emotion,Ricky Martin,Pop
G'd Up,Snoop Dogg Presents Tha Eastsidaz,
Daddy Won't Sell The Farm,Montgomery Gentry,Country
Baby Don't Cry,2Pac + Outlawz,Rap/Hip Hop
This Woman Needs,SHeDAISY,Country
Got To Get It,Sisqo,R&B
Re-arranged,Limp Bizkit,Rock
Do What You Gotta Do,Garth Brooks,
The Best Man I Can Be,Ginuwine,R&B
The Great Beyond,R.E.M.,Alternative
Dear Lie,TLC,R&B
Angels,Robbie Williams,Rock
Rhythm Divine,Enrique Iglesias,Pop
What's My Name,DMX,Rap/Hip Hop
Hanginaround,Counting Crows,Pop
24/7,Kevon Edmonds,Rap/Hip Hop
None Of Ur Friends Business,Ginuwine,Pop
Shake Your Bon-Bon,Ricky Martin,Rock
If You Love Me,Mint Condition,R&B
Get Up,Amel Larrieux,R&B
Still In My Heart,Tracie Spencer,R&B
Put Your Hand In Mine,Tracy Byrd,Country
My Love Is Your Love,Whitney Houston,Pop
What Do You Say,Reba,Country
Candy,Mandy Moore,Pop
Girl On TV,LFO,Pop
Do It Again,Jay-Z,Pop
U Understand,Juvenile,Rap/Hip Hop
Guerrilla Radio,Rage Against The Machine,Rock
Best Friend,Puff Daddy,
Pop A Top,Alan Jackson,Country
U Know What's Up,Donell Jones,R&B
Learn To Fly,Foo Fighters,Alternative
Got Your Money,Ol' Dirty Bastard,Rap/Hip Hop
He Didn't Have To Be,Brad Paisley,Country
Freakin' It,Will Smith,Pop
Sexual,Amber,Dance
Black Balloon,Goo Goo Dolls,Pop
I Wanna Love You Forever,Jessica Simpson,Pop
Big Deal,LeAnn Rimes,Country
Waiting For Tonight,Jennifer Lopez,Pop
When I Said I Do,Clint Black,Country
Dancin',Guy,R&B
Stay The Night,IMx,R&B
You Can Do It,Ice Cube,Rap/Hip Hop
Caught Out There,Kelis,R&B
Smoke Rings In The Dark,Gary Allan,Country
Deep Inside,Mary J. Blige,Pop
Breathe And Stop,Q-Tip,Rap/Hip Hop
Where My Girls At?,702,R&B
"Tricky, Tricky",Lou Bega,Dance
Home To You,John Michael Montgomery,Country
The Chemicals Between Us,Bush,Rock
"4, 5, 6",Sole,Rap/Hip Hop
Tha Block Is Hot,Lil' Wayne,Rap/Hip Hop
N 2 Gether Now,Limp Bizkit,Rock
L.A. Song,Beth Hart,Pop
"Live, Laugh, Love",Clay Walker,Country
Someday,Sugar Ray,Pop
Satisfy You,Puff Daddy,
The Quittin' Kind,Joe Diffie,Country
Bug A Boo,Destiny's Child,Pop
Don't Say You Love Me,M2M,Pop
Still D.R.E.,Dr. Dre,Rap/Hip Hop
She Thinks My Tractor's Sexy,Kenny Chesney,Country
Unpretty,TLC,R&B
Back That Thang Up,Juvenile,Rap/Hip Hop
Steal My Sunshine,Len,Pop
All Things Considered,Yankee Grey,Country
 Crazy,Britney Spears,Pop
Mambo No. 5,Lou Bega,Dance
Auld Lang Syne,Kenny G,Jazz
There She Goes,Sixpence None The Richer,Alternative
Bling Bling,B.G.,Rap/Hip Hop
Notorious B.I.G.,The Notorious B.I.G.,Rap/Hip Hop
Larger Than Life,Backstreet Boys,Pop
The Rockafeller Skank,Fatboy Slim,Dance
We Can't Be Friends,Deborah Cox,R&B
Music Of My Heart,'N Sync,
Will 2K,Will Smith,Pop
Get Gone,Ideal,R&B
Heartbreaker,Mariah Carey,Pop
15 Minutes,Marc Nelson,
This Gift,98 Degrees,
A Country Boy Can Survive,Chad Brock,Country
Give You What You Want,Chico DeBarge,R&B
The Greatest Romance Ever Sold,Prince,R&B
The Christmas Song,Christina Aguilera,
Deck The Halls,SHeDAISY,Country
I Love You,Martina McBride,Country
All I Want For Christmas Is You,Mariah Carey,Pop
Left & Right,D'Angelo,R&B
Gotta Man,Eve,Rap/Hip Hop
Steam,Ty Herndon,Country
NAStradamus,Nas,Rap/Hip Hop
She's So High,Tal Bachman,Rock
Something Like That,Tim McGraw,Country
Come On Over,Shania Twain,Country
I Want It All,Warren G,Rap/Hip Hop
Genie In A Bottle,Christina Aguilera,Pop
Scar Tissue,Red Hot Chili Peppers,Alternative
I Do,98 Degrees,
She's All I Ever Had,Ricky Martin,Pop
The Dolphin's Cry,Live,Rock
What Do You Say To That,George Strait,Pop
If I Could Turn Back The Hands Of Time,R. Kelly,Rap/Hip Hop
All Star,Smash Mouth,Rock
I'm Already Taken,Steve Wariner,Country
Beauty,Dru Hill,Pop
American Woman,Lenny Kravitz,Rock
I'll Go Crazy,Andy Griggs,Country
A Man Ain't Made Of Stone,Randy Travis,Country
B-Please,Snoop Dogg,Pop
Lonely And Gone,Montgomery Gentry,Country
Spend My Life With You,Eric Benet,Rap/Hip Hop
Vivrant Thing,Q-Tip,Rap/Hip Hop
Angels Would Fall,Melissa Etheridge,Pop
What's My Age Again?,Blink-182,Rock
So Anxious,Ginuwine,Pop
Cowboy,Kid Rock,Pop
Step To This,Master P,
U Don't Know Me,Brandy,Pop
Man! I Feel Like A Woman!,Shania Twain,Country
I Want It That Way,Backstreet Boys,Pop
Bailamos,Enrique Iglesias,Pop
You Had Me From Hello,Kenny Chesney,Country
Ready To Run,Dixie Chicks,
Girls' Best Friend,JAY-Z,R&B
Simon Says,Pharoahe Monch,Rap/Hip Hop
Never Gonna Let You Go,Faith Evans,R&B
Out Of My Head,Fastball,Rock
Lost In You,Garth Brooks as Chris Gaines,
Lightning Does The Work,Chad Brock,Country
You'll Be In My Heart,Phil Collins,Films/Games
She's In Love,Mark Wills,Country
What Ya Want,EVE,Pop
Meeting In My Bedroom,Silk,Pop
I Could Not Ask For More,Edwin McCain,Country
Jigga My N****,JAY-Z,
Summer Girls,LFO,Pop
It's All About You,Tracie Spencer,R&B
If You Had My Love,Jennifer Lopez,Pop
"Bills, Bills, Bills",Destiny's Child,Pop
Missing You,Brooks,Country
Wanna Be A Baller,Lil' Troy,Rap/Hip Hop
Little Man,Alan Jackson,Country
Hey Leonardo,Blessid Union Of Souls,Pop
I'll Still Love You More,Trisha Yearwood,Country
Jamboree,Naughty By Nature,Rap/Hip Hop
All N My Grill,"Missy ""Misdemeanor"" Elliott",Rap/Hip Hop
All That I Can Say,Mary J. Blige,Pop
The Secret Of Life,Faith Hill,Country
Last Kiss,Pearl Jam,Rock
Lesson In Leavin',Jo Dee Messina,Country
Happily Ever After,Case,
 Now You Don't,Lee Ann Womack,Country
I'll Be Your Everything,Youngstown,Rock
Everyone Falls In Love,Tanto Metro,R&B
Smile,Vitamin C,Pop
Everything Is Everything,Lauryn Hill,Pop
Beautiful Stranger,Madonna,Pop
Tell Me It's Real,K-Ci,R&B
Better Days,Citizen King,Rap/Hip Hop
God Must Have Spent A Little More Time On You,Alabama,Pop
Nookie,Limp Bizkit,Rock
The Cup Of Life,Ricky Martin,Pop
I Love You Came Too Late,Joey McIntyre,Pop
Sunshine,Coko,Pop
You've Got A Way,Shania Twain,Country
I Will Remember You,Sarah McLachlan,Pop
Sometimes,Britney Spears,Pop
Never Been Kissed,Sherrie Austin,Country
Southern Gul,Erykah Badu,
Fortunate,Maxwell,Pop
Single White Female,Chely Wright,Pop
A Night To Remember,Joe Diffie,Country
It's Not Right But It's Okay,Whitney Houston,Pop
Kiss Me,Sixpence None The Richer,Pop
Little Good-Byes,SHeDAISY,Country
I Will Go With You,Donna Summer,Pop
Bliss,Tori Amos,Pop
Lately,Tyrese,R&B
Wild Wild West,Will Smith,Pop
Whatever You Say,Martina McBride,Country
Chante's Got A Man,Chante Moore,R&B
Did You Ever Think,R. Kelly,R&B
Who Needs Pictures,Brad Paisley,Country
Watch Out Now,The Beatnuts,Rap/Hip Hop
"Boom, Boom, Boom, Boom!!",Vengaboys,Pop
The Hardest Thing,98 Degrees,
Anywhere,112,R&B
Write This Down,George Strait,Country
My Own Worst Enemy,Lit,Pop
Almost Doesn't Count,Brandy,Pop
The Day The World Went Away,Nine Inch Nails,Rock
Who Dat,JT Money,Rap/Hip Hop
No Pigeons,Sporty Thievz,R&B
No Scrubs,TLC,R&B
Livin' La Vida Loca,Ricky Martin,Rock
808,Blaque,R&B
Almost Home,Mary Chapin Carpenter,Folk
Tonight The Heartache's On Me,Dixie Chicks,
Players Holiday,T.W.D.Y.,Pop
Rollercoaster,B*Witched,Pop
It's Your Thing,Mercedes,Rap/Hip Hop
You Are Everything,Dru Hill,Pop
Better Than Me,Terry Dexter,R&B
Crazy Little Thing Called Love,Dwight Yoakam,Country
That Don't Impress Me Much,Shania Twain,Country
Holla Holla,Ja Rule,Pop
Please Remember Me,Tim McGraw,Country
Give It To You,Jordan Knight,Pop
Two Teardrops,Steve Wariner,Country
Every Morning,Sugar Ray,Pop
You Won't Ever Be Lonely,Andy Griggs,Country
With You,Lila McCann,Country
Strong Enough,Cher,Pop
Slide,Goo Goo Dolls,Pop
What It's Like,Everlast,Rock
One Honest Heart,Reba,Country
My Favorite Girl,Dave Hollister,R&B
Slave To The Habit,Shane Minor,Country
If You,Silk,Pop
Praise You,Fatboy Slim,Dance
Anyone Else,Collin Raye,Country
Nann,Trick Daddy,Rap/Hip Hop
What's It Gonna Be?!,Busta Rhymes,Rap/Hip Hop
Believe,Cher,Pop
Wish You Were Here,Mark Wills,Country
She's Always Right,Clay Walker,Country
Heavy,Collective Soul,Rock
Why Don't You Get A Job?,The Offspring,Rock
Sweet Lady,Tyrese,R&B
Fly Away,Lenny Kravitz,Rock
Blue Monday,Orgy,Pop
One,Creed,Rock
Life,K-Ci,Pop
I'll Think Of A Reason Later,Lee Ann Womack,Country
Sitting Home,Total,Rap/Hip Hop
Hello L.O.V.E.,John Michael Montgomery,
I Drive Myself Crazy,'N Sync,
Heartbreak Hotel,Whitney Houston,Pop
Back 2 Good,matchbox 20,
You,Jesse Powell,
Anything But Down,Sheryl Crow,Rock
It Ain't My Fault 1 & 2,Silkk The Shocker,Rap/Hip Hop
Let Me Know,Cam'ron,R&B
Angel Of Mine,Monica,R&B
...Baby One More Time,Britney Spears,Pop
How Forever Feels,Kenny Chesney,Country
Millennium,Robbie Williams,Rock
We Like To Party!,Vengaboys,Pop
What's So Different,Ginuwine,Pop
She's A Bitch,"Missy ""Misdemeanor"" Elliott",Rap/Hip Hop
It's Over Now,Deborah Cox,Pop
All I Have To Give,Backstreet Boys,Pop
I Still Believe,Mariah Carey,Pop
Special,Garbage,Rock
My First Night With You,Mya,Pop
What'd You Come Here For?,Trina,R&B
Hands Of A Working Man,Ty Herndon,Country
Georgy Porgy,Eric Benet,Rap/Hip Hop
Can I Get A...,Jay-Z,Rap/Hip Hop
Angel,Sarah McLachlan,Pop
Save Tonight,Eagle-Eye Cherry,Pop
Stranger In My Mirror,Randy Travis,Country
All Night Long,Faith Evans,R&B
Maybe Not Tonight,Sammy Kershaw,Country
Hate Me Now,Nas,Rap/Hip Hop
Ordinary Life,Chad Brock,R&B
Ex-Factor,Lauryn Hill,Pop
You Were Mine,Dixie Chicks,
Gone Crazy,Alan Jackson,Country
Hillbilly Shoes,Montgomery Gentry,Rock
C'est La Vie,B*Witched,Pop
Drive Me Wild,Sawyer Brown,Country
When I Close My Eyes,Shanice,Pop
Stay The Same,Joey McIntyre,Pop
Crush,Dave Matthews Band,Rock
One More Try,Divine,
Down So Long,Jewel,Pop
Jigga What...,Jay-Z,Rap/Hip Hop
Get Involved,Raphael Saadiq,Rap/Hip Hop
Everytime I Cry,Terri Clark,Country
Harmless,Mulberry Lane,Pop
Girlfriend/Boyfriend,BLACKstreet,R&B
I'm Leaving,Aaron Tippin,Country
I'm Not Ready,Keith Sweat,R&B
Written In The Stars,Elton John,Pop
The Animal Song,Savage Garden,Pop
Busy Man,Billy Ray Cyrus,Country
Maria,Blondie,Rock
You Got Me,The Roots,Rap/Hip Hop
These Are The Times,Dru Hill,Pop
